processo,cd_acordao,classe,assunto,relator,comarca,orgao_julgador,camara,secao,data_julgamento,data_publicacao,valor_indenizacao,tem_dano_moral,houve_majoracao,n_palavras_ementa,ementa
1005279-50.2024.8.26.0020,20754511,Apelação Cível,Seguro,Beretta da Silveira,São Paulo,3ª Câmara de Direito Privado,3,Direito Privado,22/07/2026,22/07/2026,,False,False,432,"DIREITO CIVIL. APELAÇÃO. CONTRATOS. QUITAÇÃO DE FINANCIAMENTO. INVALIDEZ. PEDIDO JULGADO PARCIALMENTE IMPROCEDENTE. 
I. Caso em Exame
Ação declaratória de quitação de financiamento habitacional cumulada com devolução de parcelas pagas, com pedido de tutela antecipada de urgência, proposta por Patrícia Espinosa da Costa Vettori contra Caixa Seguradora S/A. A sentença determinou a quitação do financiamento habitacional devido à invalidez permanente da segurada, a partir do pedido administrativo realizado em 09/08/2022, e condenou a ré à restituição das parcelas pagas após essa data.
II. Questão em Discussão
2. A questão em discussão consiste em: (i) nulidade da sentença por cerceamento de defesa devido à falta de prova pericial médica; (ii) prescrição da pretensão indenizatória com base no prazo prescricional anual para ações securitárias; (iii) inexistência de comprovação de doença preexistente e incapacidade total e permanente; (iv) impossibilidade de restituição das parcelas pagas após a comunicação do sinistro; (v) limitação da indenização à participação da segurada na renda do financiamento.
III. Razões de Decidir
3. A preliminar de nulidade por cerceamento de defesa não procede, pois a incapacidade permanente da autora foi demonstrada por documentos suficientes.
4. A alegação de prescrição não prospera, aplicando-se o prazo decenal do artigo 205 do Código Civil, pois o mutuário é beneficiário do seguro.
5. A tese de inexistência de invalidez total e permanente não merece acolhimento, pois a aposentadoria por invalidez pelo INSS e documentação médica corroboram a incapacidade.
6. A alegação de doença preexistente é inviável, pois não houve exigência de exames médicos prévios à contratação do seguro.
7. Correta a condenação à restituição das parcelas pagas após o aviso de sinistro, devido à negativa indevida da cobertura.
8. Não há limitação da cobertura ao percentual de 28,62%, pois não foi comprovada a participação da autora na renda financiada.
IV. Dispositivo e Tese
5. Recurso desprovido.
Tese de julgamento: 1. Não há nulidade por cerceamento de defesa quando os documentos são suficientes. 2. O prazo prescricional decenal aplica-se ao seguro habitacional vinculado ao Sistema Financeiro da Habitação.
Legislação Citada:
Código de Processo Civil, art. 355, inciso I; art. 373, inciso II; art. 85, §§ 2º e 11.
Código Civil, art. 205; art. 206, §1º, II, ""b"".
Jurisprudência Citada:
TJSP, Apelação Cível nº 1001613-84.2024.8.26.0038, 4ª Câmara de Direito Privado, Rel. Des. Fátima Cristina Ruppert Mazzo, j. 16.07.2025.
Apelação nº 0057484-50.2012.8.26.0002, 28ª Câmara Extraordinária de Direito Privado, Rel. Des. Hamid Bdine, j. em 7 de junho de 2017.
TJSP; Apelação 0005696-43.2015.8.26.0664; Relator (a): Marcus Vinicius Rios Gonçalves; Órgão Julgador: 2ª Câmara de Direito Privado; Foro de Votuporanga - 1ª Vara Cível; Data do Julgamento: 08/05/2018; Data de Registro: 09/05/2018."
1008490-41.2025.8.26.0576,20754537,Apelação Cível,Tratamento médico-hospitalar,Ricardo Pereira Junior,São José do Rio Preto,Núcleo 4.0-T. V (DP1),,,22/07/2026,22/07/2026,,False,False,138,"Apelação. Ação de indenização por danos materiais e morais. Sentença de procedência condenou a seguradora de saúde ao reembolso integral da cirurgia de emergência realizada pela autora. Apelo da ré. Autora que realizou cirurgia vascular de emergência e implante de endoprótese em aneurisma de aorta abdominal. Hospital que é da rede credenciada da ré. Art. 35-C, I, da Lei n. 9.656/98. Necessidade imediata e urgente do tratamento. Parte autora que realizou o pagamento da diferença de acomodação do hospital. Manifestação genérica da ré a respeito da endoprótese/OPME utilizada. Art. 10, §§ 12 e 13 da Lei nº 9.656/98. ADI 7265/STF que reconheceu a constitucionalidade do art. 10, § 13, da Lei nº 9.656/98. Violação da boa-fé objetiva. Parte ré que não se desincumbiu do ônus que lhe cabia. Art. 373, II, CPC. Sentença mantida. Recurso da ré desprovido."
1026492-59.2025.8.26.0576,20754535,Apelação Cível,Tratamento médico-hospitalar,Ricardo Pereira Junior,São José do Rio Preto,Núcleo 4.0-T. V (DP1),,,22/07/2026,22/07/2026,,False,False,161,"PLANO DE SAÚDE . AÇÃO DE OBRIGAÇÃO DE FAZER – NEGATIVA DE COBERTURA . ESTIMULAÇÃO MAGNÉTICA TRANSCRANIANA (EMT). Autora diagnosticada com transtorno depressivo recorrente grave, transtorno de estresse pós-traumático e transtorno de ansiedade generalizada. Histórico de ideação e tentativas de suicídio. Demonstração de refratariedade a múltiplos tratamentos anteriores (eletroconvulsoterapia e escetamina). Prescrição médica fundamentada. Recusa da operadora sob alegação de ausência de previsão no Rol de Procedimentos da ANS e caráter experimental. Inadmissibilidade. Aplicação do Código de Defesa do Consumidor (Súmula 608 do STJ. Rol da ANS que possui natureza prioritariamente referencial. Inteligência dos §§ 12 e 13 do art. 10 da Lei nº 9.656/1998 (com redação dada pela Lei nº 14.454/2022). Eficácia científica do método reconhecida pelo Conselho Federal de Medicina (Resolução CFM nº 1.986/2012). Experimentalidade afastada. Comprovado o esgotamento das alternativas terapêuticas ordinárias. Abusividade da negativa de cobertura evidenciada (art. 51, IV, do CDC). Alegação genérica de desequilíbrio econômico-financeiro desprovida de comprovação. Sentença de procedência mantida – RECURSO DESPROVIDO."
1008411-32.2024.8.26.0565,20754380,Apelação Cível,Planos de saúde,Ricardo Pereira Junior,São Caetano do Sul,Núcleo 4.0-T. V (DP1),,,22/07/2026,22/07/2026,,False,False,148,"PRELIMINARES. Alegação de inépcia da petição inicial e ausência de interesse de agir. Rejeição. Petição inicial que atende aos requisitos dos arts. 319 e 330 do CPC, com exposição clara dos fatos e fundamentos jurídicos. Existência de pretensão resistida evidenciada pela negativa parcial de cobertura contratual. Interesse processual configurado. Preliminares rejeitadas. PLANO DE SAÚDE . Ação de indenização por danos materiais e morais. Negativa parcial de cobertura. Sentença de parcial procedência. Recursos de ambas as partes. Relação de consumo. Aplicação do Código de Defesa do Consumidor. Materiais hospitalares essenciais ao procedimento cirúrgico. Negativa indevida. Abusividade configurada. Rol da ANS. Taxatividade mitigada em caso de indispensabilidade. Honorários médicos. Equipe não credenciada. Reembolso limitado aos termos contratuais. Legalidade. Art. 12, VI, da Lei nº 9.656/98. Danos morais. Não configuração. Mero inadimplemento contratual. Ausência de prova de agravamento do quadro clínico ou abalo relevante. Sucumbência mínima do autor. Manutenção. RECURSOS DESPROVIDOS"
1005050-35.2024.8.26.0006,20754538,Apelação Cível,Fornecimento de insumos,Marcia Dalla Déa Barone,São Paulo,4ª Câmara de Direito Privado,4,Direito Privado,22/07/2026,22/07/2026,,False,False,377,"DIREITO CIVIL. APELAÇÃO. OBRIGAÇÃO DE FAZER. JUÍZO DE RETRATAÇÃO. RECURSO NÃO PROVIDO.
I. Caso em Exame
Ação de obrigação de fazer referente ao custeio de tratamento indicado à autora, compreendendo tecnologia voltada ao controle intensivo da glicemia, incluindo sistema de infusão contínua de insulina e insumos correlatos, para paciente com diabetes mellitus tipo 1. O acórdão original julgou improcedente o pedido, alegando exclusão de cobertura por ser item de uso domiciliar.
II. Questão em Discussão
2. A questão em discussão consiste em determinar se o sistema de infusão contínua de insulina está excluído da cobertura obrigatória dos planos de saúde , bem como se estão preenchidos, no caso concreto, os requisitos fixados pelo Tema 1316 do STJ e pela ADI 7.265 do STF.
III. Razões de Decidir
3. O STJ, no julgamento do Tema 1316, estabeleceu que o sistema de infusão contínua de insulina não se enquadra automaticamente nas exceções de exclusão de cobertura, invalidando cláusulas contratuais que o excluam.
4. A análise deve seguir os parâmetros da ADI 7265, incluindo prescrição médica, inexistência de alternativa terapêutica no rol da ANS, e registro na Anvisa e suporte técnico idôneo, não podendo a decisão se fundar exclusivamente em relatório médico.
5. No caso concreto, restaram demonstrados os requisitos exigidos, notadamente a prescrição médica, o registro sanitário, a negativa administrativa e a ausência de comprovação de alternativa terapêutica adequada, sendo desnecessária dilação probatória adicional diante da suficiência do conjunto documental..
IV. Dispositivo e Tese
5. Em juízo de retratação, reforma-se o acórdão anterior para negar provimento ao recurso de apelação da ré, restabelecendo-se a sentença de procedência.
Tese de julgamento: 1. As inovações da Lei nº 14.454/2022 aplicam-se imediatamente aos contratos de plano de saúde de trato sucessivo. 2. O sistema de infusão contínua de insulina não pode ser excluído automaticamente da cobertura, devendo-se analisar o caso concreto à luz dos parâmetros fixados no Tema 1316 do STJ e na ADI 7.265 do STF.
Legislação Citada: CPC/2015, arts. 1.036, 1.039, 1.040, 373, 493, 927, 85, §11; Lei nº 9.656/98, art. 10, VI e VII.
Jurisprudência Citada: TJSP, Embargos de Declaração Cível 2187791-10.2025.8.26.0000, Rel. Ramon Mateo Júnior, 6ª Câmara de Direito Privado, j. 11/06/2026; TJSP, Apelação Cível 1028867-91.2021.8.26.0602, Rel. José Rubens Queiroz Gomes, 7ª Câmara de Direito Privado, j. 25/06/2026."
1031588-11.2024.8.26.0602,20754519,Apelação Cível,Tratamento médico-hospitalar,João Pazine Neto,Sorocaba,3ª Câmara de Direito Privado,3,Direito Privado,22/07/2026,22/07/2026,15000.0,True,True,116,"Ação de obrigação de fazer c/c danos morais. Plano de saúde . Indicada internação para parto de emergência. Feto diagnosticado com ""Cardiopatia Gravíssima"" e ""Hidropsia Fetal"". Atendimento de urgência/emergência. Negativa de cobertura , sob o fundamento de não cumprimento do prazo de carência. Aplicação do Código de Defesa do Consumidor, da Súmula 103 deste Tribunal de Justiça e Súmula 597 do C. STJ. Corretamente determinado o custeio das despesas médico-hospitalares. Dano moral igualmente configurado. Dever de indenizar caracterizado. Entendimento do C. STJ no sentido de que o dano é ""in re ipsa"". Valor arbitrado em R$ 15.000,00 que se mostra adequado à hipótese em análise. Honorários sucumbenciais não majorados, pois não apresentadas contrarrazões. Recurso não provido."
1057361-75.2025.8.26.0100,20753441,Apelação Cível,Tratamento médico-hospitalar,Mariella Ferraz de Arruda Pollice Nogueira,São Paulo,2ª Câmara de Direito Privado,2,Direito Privado,21/07/2026,22/07/2026,,False,False,532,"DIREITO DO CONSUMIDOR E SAÚDE SUPLEMENTAR. APELAÇÃO CÍVEL. PLANO DE SAÚDE . TRANSTORNO DO ESPECTRO AUTISTA. ACOMPANHANTE TERAPÊUTICO EM AMBIENTE DOMICILIAR E SOCIAL. PRELIMINAR DE CERCEAMENTO DE DEFESA. JULGAMENTO ANTECIPADO. NATUREZA PEDAGÓGICO-EDUCACIONAL DO SERVIÇO. AUSÊNCIA DE COBERTURA OBRIGATÓRIA. REFORMA DA SENTENÇA. PEDIDO IMPROCEDENTE. RECURSO PROVIDO. 

I. CASO EM EXAME. 
 Apelação interposta por operadora de plano de saúde contra sentença que julgou procedente ação de obrigação de fazer para condená-la ao fornecimento de acompanhante terapêutico a beneficiário diagnosticado com Transtorno do Espectro Autista, em ambiente domiciliar e em outros espaços necessários ao tratamento, com imposição de tutela de urgência, multa cominatória e honorários advocatícios. A recorrente suscita preliminar de cerceamento de defesa e, no mérito, sustenta que o acompanhamento terapêutico possui natureza pedagógico-educacional, não integrando o objeto de cobertura dos contratos de assistência à saúde.
II. QUESTÃO EM DISCUSSÃO. 
Há duas questões em discussão: (i) definir se o julgamento antecipado da lide, sem produção de prova pericial, configurou cerceamento de defesa; e (ii) estabelecer se a operadora de plano de saúde está obrigada a custear acompanhamento terapêutico prestado em ambiente domiciliar e em outros espaços não clínicos a beneficiário com Transtorno do Espectro Autista. 
III. RAZÕES DE DECIDIR. 
1. A controvérsia relativa ao custeio do acompanhamento terapêutico possui natureza predominantemente jurídica, concernente ao enquadramento contratual e regulatório da prestação, sendo desnecessária a produção de prova pericial, nos termos do art. 355, I, do Código de Processo Civil. 
2. O acompanhamento terapêutico, embora prescrito como parte de tratamento multidisciplinar, possui natureza predominantemente pedagógico-educacional e psicossocial, voltada ao desenvolvimento de habilidades adaptativas e à inserção social do paciente. 
3. O acompanhamento terapêutico realizado em ambiente domiciliar, escolar ou social não se confunde com procedimento médico ou assistencial típico sujeito à cobertura obrigatória pelos planos privados de assistência à saúde. 
4. A jurisprudência do Superior Tribunal de Justiça afasta a obrigatoriedade de cobertura de terapias prestadas em ambientes não clínicos quando ausente previsão contratual específica, por não integrarem o núcleo assistencial do contrato de seguro saúde. 
5. O custeio pretérito do serviço pela operadora não gera direito adquirido à manutenção de prestação não prevista em lei, contrato ou regulamentação, sob pena de comprometimento do equilíbrio atuarial do sistema mutualista. 
6. A alegação de existência de contratos distintos com regimes de cobertura diversos, formulada apenas após a fase postulatória, configura inovação processual insuscetível de apreciação em grau recursal, sendo a controvérsia analisada à luz do contrato indicado na petição inicial.. 

IV. DISPOSITIVO E TESE. 
 Recurso provido. 
Tese de julgamento: 1. O julgamento antecipado da lide não configura cerceamento de defesa quando a controvérsia possui natureza predominantemente jurídica e a prova requerida é incapaz de alterar a solução da causa. 2. O acompanhamento terapêutico prestado em ambiente domiciliar, escolar ou social não integra, em regra, a cobertura obrigatória dos planos privados de assistência à saúde. 3. A natureza pedagógico-educacional e psicossocial do acompanhamento terapêutico afasta seu enquadramento como assistência médico-hospitalar típica. 4. O custeio voluntário e pretérito de prestação não prevista contratual ou legalmente não gera obrigação permanente de cobertura pela operadora de plano de saúde . 5. A inovação de tese jurídica em fase recursal impede sua apreciação pelo tribunal, em respeito aos limites objetivos da demanda."
1011326-81.2025.8.26.0577,20753440,Apelação Cível,Planos de saúde,Mariella Ferraz de Arruda Pollice Nogueira,São José dos Campos,2ª Câmara de Direito Privado,2,Direito Privado,21/07/2026,22/07/2026,,False,False,315,"DIREITO CIVIL E DO CONSUMIDOR. APELAÇÃO. PLANO DE SAÚDE . OBRIGAÇÃO DE FAZER. RECURSO DESPROVIDO.
I. Caso em Exame
Apelação interposta por operadora de plano de saúde contra sentença que julgou procedente ação de obrigação de fazer, confirmando tutela de urgência para determinar o custeio do medicamento Spravato, prescrito à autora para tratamento de transtorno depressivo recorrente grave e resistente a terapias anteriores.

II. Questão em Discussão
2. A controvérsia consiste em definir se é legítima a negativa de cobertura fundada na ausência de previsão do medicamento no rol da ANS e em sua alegada natureza domiciliar.

III. Razões de Decidir
3. O cloridrato de escetamina, quando administrado em estabelecimento de saúde, sob supervisão médica e monitoramento do paciente, não se qualifica como medicamento de uso domiciliar, não incidindo a exclusão prevista no art. 10, VI, da Lei nº 9.656/1998.
4. A ausência de previsão específica no rol da ANS não afasta, por si só, o dever de cobertura, devendo a controvérsia ser examinada à luz dos parâmetros técnicos e jurídicos estabelecidos pelo STF no julgamento da ADI nº 7.265. Prescrição médica individualizada, histórico de insucesso das terapias anteriormente empregadas e notas técnicas favoráveis à utilização do fármaco em hipóteses de depressão grave resistente. Registro sanitário demonstrado por referência à bula disponibilizada no sítio eletrônico da ANVISA. Ausência, nos autos, de indicação de alternativa terapêutica específica, prevista no rol da ANS, adequada e eficaz ao quadro clínico concreto da autora.

IV. Dispositivo e Tese
5. Recurso desprovido.
Tese de julgamento: 1. O medicamento administrado sob supervisão profissional, em ambiente clínico ou hospitalar, não se enquadra na exclusão legal relativa a medicamento de uso domiciliar. 2. A cobertura de tratamento não previsto no rol da ANS é devida quando, à luz das particularidades do caso concreto, houver prescrição médica fundamentada e elementos técnicos que corroboram sua adequação, sem demonstração de alternativa terapêutica eficaz apta a substituí-lo."
1002691-98.2025.8.26.0161,20753760,Apelação Cível,Tratamento médico-hospitalar,Mariella Ferraz de Arruda Pollice Nogueira,Diadema,2ª Câmara de Direito Privado,2,Direito Privado,22/07/2026,22/07/2026,15000.0,True,False,517,"DIREITO DO CONSUMIDOR E SAÚDE SUPLEMENTAR. APELAÇÃO CÍVEL. PLANO DE SAÚDE . DESCRENCIAMENTO DE PRESTADORES DE SERVIÇO. AUSÊNCIA DE COMUNICAÇÃO PRÉVIA AO BENEFICIÁRIO. VIOLAÇÃO DO ART. 17 DA LEI Nº 9.656/98. INTERRUPÇÃO DE TRATAMENTO PEDIÁTRICO ESPECIALIZADO. DANO MORAL CONFIGURADO. REDUÇÃO DO QUANTUM INDENIZATÓRIO. RECURSO PARCIALMENTE PROVIDO. 

I.CASO EM EXAME Apelação cível interposta por operadora de plano de saúde contra sentença que julgou procedente ação de obrigação de fazer cumulada com indenização por danos morais, determinando a manutenção dos prestadores UPO Hospital Dia e Hospital Holhos na rede credenciada e condenando a ré ao pagamento de R$ 15.000,00 a título de danos morais. A apelante sustenta inexistência de descredenciamento, afirmando tratar-se de mera ausência de acordo comercial, além de defender a inexistência de ato ilícito, de nexo causal e, subsidiariamente, requerer a redução da indenização. 

II. QUESTÃO EM DISCUSSÃO 
Há duas questões em discussão: (i) definir se a exclusão dos prestadores anteriormente integrantes da rede credenciada, sem comunicação prévia ao beneficiário, caracteriza descredenciamento irregular nos termos da Lei nº 9.656/98; e (ii) estabelecer se a interrupção do tratamento pediátrico especializado configura dano moral indenizável e valor correspondente 

III. RAZÕES DE DECIDIR 
Os estabelecimentos UPO Hospital Dia e Hospital Holhos integravam a rede credenciada da operadora quando da contratação do plano de saúde , circunstância não especificamente impugnada pela ré. 
A distinção entre descredenciamento e ausência de acordo comercial não afasta a incidência do art. 17, § 1º, da Lei nº 9.656/98, pois o efeito prático da exclusão consiste na supressão do acesso do beneficiário a prestador anteriormente disponibilizado. A substituição de prestadores exige comunicação prévia e individualizada ao consumidor, com antecedência mínima legal, além da demonstração de equivalência técnica do prestador substituto, requisitos não comprovados pela operadora. 
A mera indicação genérica de outros estabelecimentos credenciados não supre o dever legal de informação nem legitima a exclusão unilateral de prestadores sem prévia comunicação ao beneficiário. 
A interrupção de tratamento oftalmológico pediátrico em curso, realizado há anos pela mesma equipe médica e às vésperas de procedimento cirúrgico, viola a boa-fé objetiva e a legítima expectativa de continuidade assistencial. O dano moral ultrapassa o mero inadimplemento contratual, diante da incerteza gerada quanto à realização de cirurgia essencial ao desenvolvimento visual de criança em tenra idade. Valor da indenização, contudo, que comporta redução para R$ 8.000,00, em atenção aos princípios da proporcionalidade e da razoabilidade, montante que observa as funções compensatória e pedagógica da reparação. 

IV. DISPOSITIVO E TESE. 
Recurso parcialmente provido. 
Tese de julgamento: A exclusão de prestador integrante da rede credenciada de plano de saúde caracteriza descredenciamento para fins de incidência do art. 17 da Lei nº 9.656/98, independentemente da nomenclatura adotada pela operadora. A substituição de prestador de serviços de saúde exige comunicação prévia e individualizada ao beneficiário, além da observância dos requisitos legais de equivalência. A interrupção de tratamento médico especializado em curso, sem prévia comunicação ao beneficiário, configura conduta abusiva e viola os deveres de informação e boa-fé objetiva. A incerteza quanto à continuidade de tratamento essencial de criança em desenvolvimento caracteriza dano moral indenizável, que deve se fixado em consideração aos princípios da razoabildade e proporcionalidade."
1015130-85.2024.8.26.0482,20753478,Apelação Cível,Tratamento médico-hospitalar,Marcia Rezende Barbosa de Oliveira,Presidente Prudente,Núcleo 4.0-T. VII (DP1),,,22/07/2026,22/07/2026,,True,False,327,"DIREITO DO CONSUMIDOR E DIREITO CIVIL. APELAÇÕES CÍVEIS. PLANO DE SAÚDE COLETIVO EMPRESARIAL. FALSO COLETIVO. FALECIMENTO DO TITULAR. MANUTENÇÃO DE DEPENDENTES NO CONTRATO. COBRANÇA DE MENSALIDADES. DANO MORAL NÃO CONFIGURADO. RECURSOS PARCIALMENTE PROVIDOS. I. CASO EM EXAME: Apelações cíveis interpostas contra sentença que determinou o restabelecimento de plano de saúde coletivo empresarial em favor da viúva e filhas do titular falecido, bem como a análise de pedidos de reembolso e o pagamento de indenização por danos morais. A ré pleiteia a improcedência dos pedidos; as autoras requerem o afastamento da cobrança retroativa das mensalidades e a restituição de valores pagos.
II. QUESTÃO EM DISCUSSÃO: (i) definir se as dependentes possuem direito à manutenção do plano coletivo empresarial após o falecimento do titular; e (ii) estabelecer a legitimidade da cobrança de mensalidades relativas ao período de cancelamento do plano e a existência de dano moral indenizável. III. RAZÕES DE DECIDIR: (i) O contrato possui natureza de ""falso coletivo"", com reduzido número de beneficiários, atraindo proteção reforçada do Código de Defesa do Consumidor e vedando resilição unilateral imotivada. (ii) O falecimento do titular não constitui motivo idôneo para exclusão das dependentes ou extinção da cobertura, em observância aos princípios da boa-fé objetiva, da conservação dos contratos e da função social do contrato. (iii) As dependentes têm direito à manutenção do plano nas mesmas condições anteriormente contratadas, desde que assumam as obrigações financeiras correspondentes. (iv) O direito reconhecido consiste na permanência no próprio plano coletivo empresarial, não em migração para plano individual. (v) A cobrança retroativa das mensalidades é devida em razão da continuidade contratual reconhecida judicialmente, devendo ser excluídas as cobranças referentes ao falecido e observada a remissão contratual concedida à viúva pelo prazo de dois anos após o óbito. (vi) O cancelamento indevido do plano, decorrente de controvérsia interpretativa contratual e desacompanhado de demonstração de agravamento da saúde ou violação a direitos da personalidade, configura mero inadimplemento contratual, insuficiente para caracterizar dano moral. IV. DISPOSITIVO: Recursos parcialmente providos."
1014515-57.2023.8.26.0506,20753468,Apelação Cível,Tratamento médico-hospitalar,Marcia Rezende Barbosa de Oliveira,Ribeirão Preto,Núcleo 4.0-T. VII (DP1),,,22/07/2026,22/07/2026,10000.0,True,False,316,"APELAÇÃO CÍVEL. PLANO DE SAÚDE . NEGATIVA DE INTERNAÇÃO EM CARÁTER DE URGÊNCIA. ABUSIVIDADE. LIMITAÇÃO TEMPORAL DE COBERTURA EM SITUAÇÕES DE URGÊNCIA E EMERGÊNCIA. DANO MORAL CONFIGURADO. REDUÇÃO DO QUANTUM INDENIZATÓRIO. HONORÁRIOS ADVOCATÍCIOS. INAPLICABILIDADE DA APRECIAÇÃO EQUITATIVA. RECURSO PARCIALMENTE PROVIDO.
I. CASO EM EXAME: Apelação cível interposta por operadora de plano de saúde contra sentença que julgou procedente ação de obrigação de fazer cumulada com indenização por danos morais.
II. QUESTÃO EM DISCUSSÃO: (i) definir se a negativa de internação em situação de urgência configura conduta ilícita; (ii) estabelecer se a recusa de cobertura enseja indenização por danos morais no caso concreto; e (iii) determinar o valor adequado da indenização e a forma de fixação dos honorários advocatícios sucumbenciais.
III. RAZÕES DE DECIDIR
(1) A discussão acerca de eventual autorização espontânea da internação não afasta a ilicitude da conduta, pois restou comprovada a existência de duas negativas anteriores de internação urgente.
(2) Nas hipóteses de urgência e emergência, a Lei nº 9.656/1998 limita o prazo de carência a 24 horas após a contratação do plano de saúde . A cláusula contratual que impõe carência superior ao limite legal para atendimento de urgência ou emergência é abusiva.
(3) A limitação de cobertura às primeiras 12 horas de atendimento, prevista na Resolução CONSU nº 13/1998, não prevalece sobre a disciplina estabelecida nos arts. 12, V, ""c"", e 35-C da Lei nº 9.656/1998.
(4) O Tema Repetitivo nº 1.365 do STJ afasta a presunção automática de dano moral.O caso concreto, no entanto, apresenta elementos aptos a justificar a reparação extrapatrimonial, pois a recusa expôs o paciente a risco de agravamento da saúde e submeteu seus genitores a angústia, sofrimento e insegurança. O montante de R$ 10.000,00 fixado na sentença comporta redução para R$ 8.000,00.
(5) A fixação dos honorários advocatícios por equidade mostra-se inadequada, pois o proveito econômico obtido não é irrisório nem inestimável.
IV. DISPOSITIVO
Recurso parcialmente provido."
1002936-04.2025.8.26.0002,20753296,Apelação Cível,Tratamento médico-hospitalar,Débora Brandão,São Paulo,6ª Câmara de Direito Privado,6,Direito Privado,24/06/2026,22/07/2026,,True,False,268,"Direito Civil e do Consumidor. Apelação cível e recurso adesivo. Plano de saúde . TEA. Tratamento multidisciplinar (método ABA). Cobertura obrigatória. Limitação da carga horária. Danos morais não configurados. Parcial provimento. I. Caso em exame Ação de obrigação de fazer julgada parcialmente procedente para compelir operadora de plano de saúde a custear terapias multidisciplinares a menor com TEA. Recursos de ambas as partes: a ré pleiteia improcedência/restrições; o autor busca indenização por danos morais. II. Questão em discussão 2. Há duas questões: (i) obrigatoriedade e extensão da cobertura das terapias prescritas, inclusive fora do rol da ANS; (ii) configuração de dano moral pela negativa inicial de cobertura. III. Razões de decidir 3. Aplicação do CDC e da Lei nº 9.656/1998. Dever de cobertura das terapias indicadas ao paciente com TEA, nos termos da Lei nº 14.454/2022 e Resoluções ANS nº 465/2021 e 539/2022. 4. Possibilidade de inclusão de terapias não previstas no rol da ANS, diante da prescrição médica e peculiaridade do transtorno global do desenvolvimento. 5. Carga horária de 46 horas semanais excessiva, admitindo-se limitação a 20 horas semanais, conforme critérios de razoabilidade e interesse do menor. 6. Dano moral não configurado, ausente prova de abalo relevante, nos termos do Tema 1365 do STJ. IV. Dispositivo e tese 7. Recurso da ré parcialmente provido e recurso adesivo desprovido. Tese de julgamento: É obrigatória a cobertura de tratamento multidisciplinar a paciente com TEA, ainda que fora do rol da ANS, desde que prescrito. A carga horária das terapias pode ser judicialmente limitada por critérios de razoabilidade. A negativa indevida de cobertura não gera, por si só, dano moral."
1116825-64.2024.8.26.0100,20753294,Apelação Cível,Planos de saúde,Márcio Boscaro,São Paulo,10ª Câmara de Direito Privado,10,Direito Privado,14/07/2026,22/07/2026,,False,False,64,"APELAÇÃO. PLANO DE SAÚDE . Cumprimento de sentença. Honorários advocatícios sucumbenciais. Base de cálculo. Decisão que limitou a incidência da verba honorária à condenação por danos morais. Insurgência. Cabimento. Obrigação de fazer de conteúdo econômico aferível, integrando o valor da condenação, para fins de incidência dos honorários sucumbenciais. Interpretação do título executivo em consonância com a jurisprudência do C. STJ. Sentença reformada. RECURSO PROVIDO."
1001813-11.2023.8.26.0464,20753127,Apelação Cível,Tratamento médico-hospitalar,JOAO JOSE CUSTODIO DA SILVEIRA,Pompéia,Núcleo 4.0-T. VII (DP1),,,22/07/2026,22/07/2026,,False,False,100,"APELAÇÃO CÍVEL. PLANO DE SAÚDE . OBRIGAÇÃO DE FAZER. FORNECIMENTO DE MEDICAMENTOS. MIGRÂNEA CRÔNICA. TOXINA BOTULÍNICA E GALCANEZUMABE. EXCLUSÃO LEGAL DE FÁRMACO PARA TRATAMENTO DOMICILIAR. REFORMA PARCIAL. RECURSO PARCIALMENTE PROVIDO.
1. O plano de saúde possui a obrigação de custear o tratamento com toxina botulínica para enxaqueca crônica refratária, uma vez que o procedimento está previsto no rol da agência reguladora e restou demonstrada a sua imprescindibilidade por laudo pericial.
2. O fornecimento do medicamento galcanezumabe configura hipótese de exclusão da cobertura assistencial obrigatória, nos termos do art. 10, inciso VI, da Lei nº 9.656/1998, diante de sua natureza domiciliar."
1019801-19.2023.8.26.0020,20753118,Apelação Cível,Tratamento médico-hospitalar,JOAO JOSE CUSTODIO DA SILVEIRA,São Paulo,Núcleo 4.0-T. VII (DP1),,,22/07/2026,22/07/2026,,True,True,175,"DIREITO DO CONSUMIDOR. PLANO DE SAÚDE . NEGATIVA DE COBERTURA . PROCEDIMENTO CIRÚRGICO. DIRETRIZ DE UTILIZAÇÃO Nº 39. INTERPRETAÇÃO TELEOLÓGICA. ENQUADRAMENTO CONFIGURADO. SUBSIDIARIAMENTE, TAXATIVIDADE MITIGADA DO ROL DA ANS. REQUISITOS DO ART. 10, § 13, DA LEI Nº 9.656/98 E DA ADI 7.265/STF PREENCHIDOS. OBRIGAÇÃO DE FAZER MANTIDA. DANO MORAL NÃO CONFIGURADO. RECURSO ADESIVO PREJUDICADO. RECURSO PARCIALMENTE PROVIDO.
1. Comprovado o preenchimento, ainda que não literalmente, dos requisitos técnicos e clínicos estabelecidos na Diretriz de Utilização nº 39 para a cobertura do procedimento de neuroestimulação sacral prescrito ao beneficiário, é devida a cobertura pleiteada; ainda que assim não se entendesse, subsistiria a obrigação de fazer à luz do preenchimento dos requisitos cumulativos fixados na ADI 7.265/STF para a cobertura excepcional de tratamento extra-rol.
2. A negativa de cobertura fundada em controvérsia administrativa e técnica razoável, ulteriormente superada com a autorização do procedimento, configura mero inadimplemento contratual, insuficiente, por si só, para caracterizar dano moral indenizável.
3. Afastada a condenação por danos morais, resta prejudicada a pretensão do recurso adesivo voltada à majoração do respectivo montante."
